Date,Name,Year,Letterboxd URI,Rating
2017-07-15,Rumble Fish,1983,https://letterboxd.com/film/rumble-fish/,3.5
2017-07-15,The Criminal Life of Archibaldo de la Cruz,1955,https://letterboxd.com/film/the-criminal-life-of-archibaldo-de-la-cruz/,4.5
2017-07-15,The Big Lebowski,1998,https://letterboxd.com/film/the-big-lebowski/,3.5
2017-07-15,Arthur,1981,https://letterboxd.com/film/arthur/,1
2017-07-15,Code Unknown,2000,https://letterboxd.com/film/code-unknown/,4
2017-07-15,The Shawshank Redemption,1994,https://letterboxd.com/film/the-shawshank-redemption/,3
2017-07-15,Good Morning,1959,https://letterboxd.com/film/good-morning/,4.5
2017-07-15,Inherit the Wind,1960,https://letterboxd.com/film/inherit-the-wind/,3
2017-07-15,Where Is My Friend's House?,1987,https://letterboxd.com/film/where-is-my-friends-house/,4
2017-07-15,8½,1963,https://letterboxd.com/film/8-half/,3.5
2017-07-15,The Conversation,1974,https://letterboxd.com/film/the-conversation/,3.5
2017-07-15,Shame,1968,https://letterboxd.com/film/shame/,4.5
2017-07-15,Scenes from a Marriage,1974,https://letterboxd.com/film/scenes-from-a-marriage/,5
2017-07-15,The Silence,1963,https://letterboxd.com/film/the-silence/,5
2017-07-15,Winter Light,1963,https://letterboxd.com/film/winter-light/,4
2017-07-15,Hour of the Wolf,1968,https://letterboxd.com/film/hour-of-the-wolf/,4
2017-07-15,To Live,1994,https://letterboxd.com/film/to-live/,4.5
2017-07-15,Deconstructing Harry,1997,https://letterboxd.com/film/deconstructing-harry/,4.5
2017-07-15,Monsieur Hire,1989,https://letterboxd.com/film/monsieur-hire/,3.5
2017-07-15,Whisky,2004,https://letterboxd.com/film/whisky/,4
2017-07-15,Donnie Darko,2001,https://letterboxd.com/film/donnie-darko/,3.5
2017-07-15,Rapture,1979,https://letterboxd.com/film/rapture-1979/,3
2017-07-15,Gulliver's Travels,1996,https://letterboxd.com/film/gullivers-travels-1996/,2
2017-07-15,Small Change,1976,https://letterboxd.com/film/small-change/,4.5
2017-07-15,Lola Montès,1955,https://letterboxd.com/film/lola-montes/,3
2017-07-15,Lady for a Day,1933,https://letterboxd.com/film/lady-for-a-day/,2.5
2017-07-15,Dangerous Minds,1995,https://letterboxd.com/film/dangerous-minds/,2
2017-07-15,Leolo,1992,https://letterboxd.com/film/leolo/,2
2017-07-15,What Lies Beneath,2000,https://letterboxd.com/film/what-lies-beneath/,2
2017-07-15,The Constant Gardener,2005,https://letterboxd.com/film/the-constant-gardener/,3
2017-07-15,Kill Bill: Vol. 2,2004,https://letterboxd.com/film/kill-bill-vol-2/,4
2017-07-15,The Bride Wore Black,1968,https://letterboxd.com/film/the-bride-wore-black/,3.5
2017-07-15,Two English Girls,1971,https://letterboxd.com/film/two-english-girls/,4.5
2017-07-15,A Gorgeous Girl Like Me,1972,https://letterboxd.com/film/a-gorgeous-girl-like-me/,3
2017-07-15,Boyfriends and Girlfriends,1987,https://letterboxd.com/film/boyfriends-and-girlfriends/,3.5
2017-07-15,Suzanne's Career,1963,https://letterboxd.com/film/suzannes-career/,4
2017-07-15,The Bakery Girl of Monceau,1963,https://letterboxd.com/film/the-bakery-girl-of-monceau/,4.5
2017-07-15,Children of Paradise,1945,https://letterboxd.com/film/children-of-paradise/,4
2017-07-15,Space Cowboys,2000,https://letterboxd.com/film/space-cowboys/,2.5
2017-07-15,Being There,1979,https://letterboxd.com/film/being-there/,2
2017-07-15,My Favorite Wife,1940,https://letterboxd.com/film/my-favorite-wife/,4.5
2017-07-15,The Devil's Advocate,1997,https://letterboxd.com/film/the-devils-advocate/,2
2017-07-15,Gun Crazy,1950,https://letterboxd.com/film/gun-crazy/,4.5
2017-07-15,Predator,1987,https://letterboxd.com/film/predator/,1.5
2017-07-15,Ringu,1998,https://letterboxd.com/film/ringu/,2
2017-07-15,Europa,1991,https://letterboxd.com/film/europa/,4
2017-07-15,Boogie Nights,1997,https://letterboxd.com/film/boogie-nights/,3.5
2017-07-15,Hard Eight,1996,https://letterboxd.com/film/hard-eight/,3.5
2017-07-15,Pretty Woman,1990,https://letterboxd.com/film/pretty-woman/,2
2017-07-15,Betty,1992,https://letterboxd.com/film/betty/,2.5
2017-07-15,Oleanna,1994,https://letterboxd.com/film/oleanna/,3.5
2017-07-15,My Beautiful Laundrette,1985,https://letterboxd.com/film/my-beautiful-laundrette/,1.5
2017-07-15,Rosetta,1999,https://letterboxd.com/film/rosetta/,3.5
2017-07-15,The Earrings of Madame de...,1953,https://letterboxd.com/film/the-earrings-of-madame-de/,5
2017-07-15,Bride of Chucky,1998,https://letterboxd.com/film/bride-of-chucky/,1
2017-07-15,Space Jam,1996,https://letterboxd.com/film/space-jam/,1
2017-07-15,I Know What You Did Last Summer,1997,https://letterboxd.com/film/i-know-what-you-did-last-summer/,1
2017-07-15,The Green Ray,1986,https://letterboxd.com/film/the-green-ray/,5
2017-07-15,Bend It Like Beckham,2002,https://letterboxd.com/film/bend-it-like-beckham/,1.5
2017-07-15,Cléo from 5 to 7,1962,https://letterboxd.com/film/cleo-from-5-to-7/,4
2017-07-15,The Lovers on the Bridge,1991,https://letterboxd.com/film/the-lovers-on-the-bridge/,4
2017-07-15,Ghostbusters,1984,https://letterboxd.com/film/ghostbusters/,2.5
2017-07-15,Flubber,1997,https://letterboxd.com/film/flubber/,1
2017-07-15,Jumanji,1995,https://letterboxd.com/film/jumanji/,1.5
2017-07-15,Requiem for a Dream,2000,https://letterboxd.com/film/requiem-for-a-dream/,2
2017-07-15,The Mummy,1999,https://letterboxd.com/film/the-mummy-1999/,2
2017-07-15,A History of Violence,2005,https://letterboxd.com/film/a-history-of-violence/,4.5
2017-07-15,Ordinary People,1980,https://letterboxd.com/film/ordinary-people/,4
2017-07-15,Miracle in Milan,1951,https://letterboxd.com/film/miracle-in-milan/,4
2017-07-15,Gone with the Wind,1939,https://letterboxd.com/film/gone-with-the-wind/,3.5
2017-07-15,The Wizard of Oz,1939,https://letterboxd.com/film/the-wizard-of-oz-1939/,3.5
2017-07-15,The Incredibles,2004,https://letterboxd.com/film/the-incredibles/,2.5
2017-07-15,Rope,1948,https://letterboxd.com/film/rope/,3.5
2017-07-15,House of Wax,1953,https://letterboxd.com/film/house-of-wax/,3.5
2017-07-15,All the Gold in the World,1961,https://letterboxd.com/film/all-the-gold-in-the-world/,3.5
2017-07-15,Will Penny,1967,https://letterboxd.com/film/will-penny/,3.5
2017-07-15,Midnight Cowboy,1969,https://letterboxd.com/film/midnight-cowboy/,3.5
2017-07-15,Avanti!,1972,https://letterboxd.com/film/avanti/,3.5
2017-07-15,The Exorcist,1973,https://letterboxd.com/film/the-exorcist/,3.5
2017-07-15,Carrie,1976,https://letterboxd.com/film/carrie-1976/,3
2017-07-15,Autumn Sonata,1978,https://letterboxd.com/film/autumn-sonata/,3.5
2017-07-15,Kramer vs. Kramer,1979,https://letterboxd.com/film/kramer-vs-kramer/,3.5
2017-07-15,Reservoir Dogs,1992,https://letterboxd.com/film/reservoir-dogs/,3.5
2017-07-15,Aladdin,1992,https://letterboxd.com/film/aladdin/,3.5
2017-07-15,Antz,1998,https://letterboxd.com/film/antz/,3
2017-07-15,Wonderland,1999,https://letterboxd.com/film/wonderland/,4.5
2017-07-15,The Cider House Rules,1999,https://letterboxd.com/film/the-cider-house-rules/,3.5
2017-07-15,A.I. Artificial Intelligence,2001,https://letterboxd.com/film/ai-artificial-intelligence/,3.5
2017-07-15,The Birds,1963,https://letterboxd.com/film/the-birds/,4
2017-07-15,The Graduate,1967,https://letterboxd.com/film/the-graduate/,4
2017-07-15,The Honey Pot,1967,https://letterboxd.com/film/the-honey-pot/,4
2017-07-15,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/,4
2017-07-15,The Untouchables,1987,https://letterboxd.com/film/the-untouchables/,4
2017-07-15,September,1987,https://letterboxd.com/film/september/,4
2017-07-15,Batman,1989,https://letterboxd.com/film/batman-1989/,4
2017-07-15,Minority Report,2002,https://letterboxd.com/film/minority-report/,4
2017-07-15,Who Framed Roger Rabbit,1988,https://letterboxd.com/film/who-framed-roger-rabbit/,3
2017-07-15,Wild Wild West,1999,https://letterboxd.com/film/wild-wild-west/,0.5
2017-07-15,Dirty Harry,1971,https://letterboxd.com/film/dirty-harry/,2
2017-07-15,Airbag,1997,https://letterboxd.com/film/airbag/,1
2017-07-15,Easy Living,1937,https://letterboxd.com/film/easy-living/,4
2017-07-15,The Awful Truth,1937,https://letterboxd.com/film/the-awful-truth/,4
2017-07-15,West Side Story,1961,https://letterboxd.com/film/west-side-story/,3.5
2017-07-15,Alone,1999,https://letterboxd.com/film/alone-1999/,1.5
2017-07-15,The Leopard,1963,https://letterboxd.com/film/the-leopard/,2.5
2017-07-15,Match Point,2005,https://letterboxd.com/film/match-point/,4
2017-07-15,The Mother and the Whore,1973,https://letterboxd.com/film/the-mother-and-the-whore/,5
2017-07-15,Bloody Sunday,2002,https://letterboxd.com/film/bloody-sunday/,2.5
2017-07-15,The Matrix,1999,https://letterboxd.com/film/the-matrix/,2.5
2017-07-15,Coming to America,1988,https://letterboxd.com/film/coming-to-america/,1
2017-07-15,Hollywood Ending,2002,https://letterboxd.com/film/hollywood-ending/,3
2017-07-15,Another Woman,1988,https://letterboxd.com/film/another-woman/,4.5
2017-07-15,Broken Flowers,2005,https://letterboxd.com/film/broken-flowers/,4
2017-07-15,In This World,2002,https://letterboxd.com/film/in-this-world/,4
2017-07-15,Train Birds,1998,https://letterboxd.com/film/train-birds/,3.5
2017-07-15,The Man Without a Past,2002,https://letterboxd.com/film/the-man-without-a-past/,4
2017-07-15,The Beverly Hillbillies,1993,https://letterboxd.com/film/the-beverly-hillbillies/,0.5
2017-07-15,The Mask,1994,https://letterboxd.com/film/the-mask-1994/,1
2017-07-15,City of Angels,1998,https://letterboxd.com/film/city-of-angels/,1
2017-07-15,The War of the Roses,1989,https://letterboxd.com/film/the-war-of-the-roses/,1.5
2017-07-15,The Blue Lagoon,1980,https://letterboxd.com/film/the-blue-lagoon/,1
2017-07-15,All Dogs Go to Heaven,1989,https://letterboxd.com/film/all-dogs-go-to-heaven/,2
2017-07-15,Mars Attacks!,1996,https://letterboxd.com/film/mars-attacks/,2.5
2017-07-15,Home Alone 2: Lost in New York,1992,https://letterboxd.com/film/home-alone-2-lost-in-new-york/,1
2017-07-15,The Sweet Hereafter,1997,https://letterboxd.com/film/the-sweet-hereafter/,4
2017-07-15,Police Academy,1984,https://letterboxd.com/film/police-academy/,1.5
2017-07-15,Tales of the Stinking Military Service,1994,https://letterboxd.com/film/tales-of-the-stinking-military-service/,0.5
2017-07-15,Home Alone 3,1997,https://letterboxd.com/film/home-alone-3/,0.5
2017-07-15,Batman & Robin,1997,https://letterboxd.com/film/batman-robin/,0.5
2017-07-15,Dead Calm,1989,https://letterboxd.com/film/dead-calm/,2
2017-07-15,Dennis the Menace,1993,https://letterboxd.com/film/dennis-the-menace/,1
2017-07-15,The Secret Life of Words,2005,https://letterboxd.com/film/the-secret-life-of-words/,2
2017-07-15,Sunrise: A Song of Two Humans,1927,https://letterboxd.com/film/sunrise-a-song-of-two-humans/,5
2017-07-15,The Spirit of St. Louis,1957,https://letterboxd.com/film/the-spirit-of-st-louis/,3
2017-07-15,A Foreign Affair,1948,https://letterboxd.com/film/a-foreign-affair/,4
2017-07-15,Gremlins,1984,https://letterboxd.com/film/gremlins/,2
2017-07-15,Stranger Than Paradise,1984,https://letterboxd.com/film/stranger-than-paradise/,4.5
2017-07-15,Night on Earth,1991,https://letterboxd.com/film/night-on-earth/,4.5
2017-07-15,Lethal Weapon,1987,https://letterboxd.com/film/lethal-weapon/,2.5
2017-07-15,King Solomon's Mines,1950,https://letterboxd.com/film/king-solomons-mines-1950/,3
2017-07-15,Dragon Ball Z: Dead Zone,1989,https://letterboxd.com/film/dragon-ball-z-dead-zone/,2.5
2017-07-15,Flatliners,1990,https://letterboxd.com/film/flatliners/,3
2017-07-15,Practical Magic,1998,https://letterboxd.com/film/practical-magic/,1
2017-07-15,Teenage Mutant Ninja Turtles,1990,https://letterboxd.com/film/teenage-mutant-ninja-turtles/,0.5
2017-07-15,Full Metal Jacket,1987,https://letterboxd.com/film/full-metal-jacket/,3
2017-07-15,Mrs. Doubtfire,1993,https://letterboxd.com/film/mrs-doubtfire/,1.5
2017-07-15,Cutthroat Island,1995,https://letterboxd.com/film/cutthroat-island/,1.5
2017-07-15,Jingle All the Way,1996,https://letterboxd.com/film/jingle-all-the-way/,1
2017-07-15,Mary Reilly,1996,https://letterboxd.com/film/mary-reilly/,3.5
2017-07-15,Pinocchio,1940,https://letterboxd.com/film/pinocchio/,3.5
2017-07-15,Fantasia,1940,https://letterboxd.com/film/fantasia/,1.5
2017-07-15,Cinderella,1950,https://letterboxd.com/film/cinderella/,2
2017-07-15,Alice in Wonderland,1951,https://letterboxd.com/film/alice-in-wonderland-1951/,3.5
2017-07-15,Peter Pan,1953,https://letterboxd.com/film/peter-pan/,3.5
2017-07-15,The Aristocats,1970,https://letterboxd.com/film/the-aristocats/,3
2017-07-15,The Jungle Book,1967,https://letterboxd.com/film/the-jungle-book/,1.5
2017-07-15,Robin Hood,1973,https://letterboxd.com/film/robin-hood/,3
2017-07-15,The Twelve Tasks of Asterix,1976,https://letterboxd.com/film/the-twelve-tasks-of-asterix/,2
2017-07-15,The Land Before Time,1988,https://letterboxd.com/film/the-land-before-time/,1
2017-07-15,The Little Mermaid,1989,https://letterboxd.com/film/the-little-mermaid/,3.5
2017-07-15,The Prince of Egypt,1998,https://letterboxd.com/film/the-prince-of-egypt/,2
2017-07-15,Liar Liar,1997,https://letterboxd.com/film/liar-liar/,1
2017-07-15,Casper,1995,https://letterboxd.com/film/casper/,2.5
2017-07-15,Waterworld,1995,https://letterboxd.com/film/waterworld/,1.5
2017-07-15,Room at the Top,1959,https://letterboxd.com/film/room-at-the-top/,2.5
2017-07-15,800 Bullets,2002,https://letterboxd.com/film/800-bullets/,2
2017-07-15,The Young Savages,1961,https://letterboxd.com/film/the-young-savages/,3.5
2017-07-15,The Tall Men,1955,https://letterboxd.com/film/the-tall-men/,1.5
2017-07-15,La Grande Bouffe,1973,https://letterboxd.com/film/la-grande-bouffe/,3
2017-07-15,Penny Serenade,1941,https://letterboxd.com/film/penny-serenade/,3
2017-07-15,Once Upon a Honeymoon,1942,https://letterboxd.com/film/once-upon-a-honeymoon/,3.5
2017-07-15,Placido,1961,https://letterboxd.com/film/placido/,3
2017-07-15,A Woman Under the Influence,1974,https://letterboxd.com/film/a-woman-under-the-influence/,2.5
2017-07-15,Peeping Tom,1960,https://letterboxd.com/film/peeping-tom/,3.5
2017-07-15,Cleopatra,1963,https://letterboxd.com/film/cleopatra-1963/,2.5
2017-07-15,The Time Machine,1960,https://letterboxd.com/film/the-time-machine/,3.5
2017-07-15,Lenny,1974,https://letterboxd.com/film/lenny/,4
2017-07-15,Lamerica,1994,https://letterboxd.com/film/lamerica/,3.5
2017-07-15,The Children's Hour,1961,https://letterboxd.com/film/the-childrens-hour/,4
2017-07-15,The Hustler,1961,https://letterboxd.com/film/the-hustler/,4
2017-07-15,Miss Congeniality,2000,https://letterboxd.com/film/miss-congeniality/,0.5
2017-07-15,Crossfire,1947,https://letterboxd.com/film/crossfire/,3.5
2017-07-15,Election,1999,https://letterboxd.com/film/election/,3
2017-07-15,Casablanca,1942,https://letterboxd.com/film/casablanca/,3.5
2017-07-15,Moonstruck,1987,https://letterboxd.com/film/moonstruck/,2.5
2017-07-15,Desperado,1995,https://letterboxd.com/film/desperado/,1
2017-07-15,The Music of Chance,1993,https://letterboxd.com/film/the-music-of-chance/,3
2017-07-15,The Good Life,1996,https://letterboxd.com/film/the-good-life-1996/,3
2017-07-15,Any Given Sunday,1999,https://letterboxd.com/film/any-given-sunday/,0.5
2017-07-15,The Girl in Blue,1973,https://letterboxd.com/film/the-girl-in-blue/,3.5
2017-07-15,Single White Female,1992,https://letterboxd.com/film/single-white-female/,2.5
2017-07-15,The Story of Dr. Wassell,1944,https://letterboxd.com/film/the-story-of-dr-wassell/,1.5
2017-07-15,Phantoms,1998,https://letterboxd.com/film/phantoms/,2
2017-07-15,The Joy of Living,1961,https://letterboxd.com/film/the-joy-of-living/,3.5
2017-07-15,Heavenly Creatures,1994,https://letterboxd.com/film/heavenly-creatures/,3.5
2017-07-15,The Other Side of the Bed,2002,https://letterboxd.com/film/the-other-side-of-the-bed/,1
2017-07-15,Catch Me If You Can,2002,https://letterboxd.com/film/catch-me-if-you-can-2002/,3.5
2017-07-15,All the King's Men,1949,https://letterboxd.com/film/all-the-kings-men/,4.5
2017-07-15,Beauty and the Beast,1946,https://letterboxd.com/film/beauty-and-the-beast/,3.5
2017-07-15,Henry: Portrait of a Serial Killer,1986,https://letterboxd.com/film/henry-portrait-of-a-serial-killer/,3
2017-07-15,Misery,1990,https://letterboxd.com/film/misery/,3
2017-07-15,Stella Dallas,1937,https://letterboxd.com/film/stella-dallas/,4
2017-07-15,The Thin Man,1934,https://letterboxd.com/film/the-thin-man/,3.5
2017-07-15,In America,2002,https://letterboxd.com/film/in-america/,3.5
2017-07-15,Intolerable Cruelty,2003,https://letterboxd.com/film/intolerable-cruelty/,3.5
2017-07-15,The Flower of Evil,2003,https://letterboxd.com/film/the-flower-of-evil/,3.5
2017-07-15,Anything Else,2003,https://letterboxd.com/film/anything-else/,3.5
2017-07-15,Pocketful of Miracles,1961,https://letterboxd.com/film/pocketful-of-miracles/,4
2017-07-15,The Sting,1973,https://letterboxd.com/film/the-sting/,4
2017-07-15,Blood Simple,1984,https://letterboxd.com/film/blood-simple/,4
2017-07-15,Central Station,1998,https://letterboxd.com/film/central-station/,4
2017-07-15,Jackie Brown,1997,https://letterboxd.com/film/jackie-brown/,4
2017-07-15,Sleepy Hollow,1999,https://letterboxd.com/film/sleepy-hollow/,4
2017-07-15,Sweet and Lowdown,1999,https://letterboxd.com/film/sweet-and-lowdown/,4
2017-07-15,Doctor Zhivago,1965,https://letterboxd.com/film/doctor-zhivago/,4.5
2017-07-15,Ryan's Daughter,1970,https://letterboxd.com/film/ryans-daughter/,5
2017-07-15,Notorious,1946,https://letterboxd.com/film/notorious/,4
2017-07-15,Rebecca,1940,https://letterboxd.com/film/rebecca/,4.5
2017-07-15,Girl with the Golden Panties,1980,https://letterboxd.com/film/girl-with-the-golden-panties/,1.5
2017-07-15,My Night at Maud's,1969,https://letterboxd.com/film/my-night-at-mauds/,5
2017-07-15,Bonnie and Clyde,1967,https://letterboxd.com/film/bonnie-and-clyde/,4
2017-07-15,Who Can Kill a Child?,1976,https://letterboxd.com/film/who-can-kill-a-child/,3
2017-07-15,Shallow Hal,2001,https://letterboxd.com/film/shallow-hal/,1.5
2017-07-15,Gigi,1958,https://letterboxd.com/film/gigi/,1.5
2017-07-15,Comedy of Innocence,2000,https://letterboxd.com/film/comedy-of-innocence/,3.5
2017-07-15,Five Easy Pieces,1970,https://letterboxd.com/film/five-easy-pieces/,1.5
2017-07-15,Mr. Jones,1993,https://letterboxd.com/film/mr-jones/,1.5
2017-07-15,The Weight of Water,2000,https://letterboxd.com/film/the-weight-of-water/,1.5
2017-07-15,Austin Powers: International Man of Mystery,1997,https://letterboxd.com/film/austin-powers-international-man-of-mystery/,0.5
2017-07-15,Beautiful Joe,2000,https://letterboxd.com/film/beautiful-joe/,1.5
2017-07-15,At the Circus,1939,https://letterboxd.com/film/at-the-circus/,2.5
2017-07-15,Evolution,2001,https://letterboxd.com/film/evolution/,0.5
2017-07-15,From Dusk Till Dawn,1996,https://letterboxd.com/film/from-dusk-till-dawn/,2.5
2017-07-15,From Dusk Till Dawn 3: The Hangman's Daughter,1999,https://letterboxd.com/film/from-dusk-till-dawn-3-the-hangmans-daughter/,1
2017-07-15,Along Came a Spider,2001,https://letterboxd.com/film/along-came-a-spider/,1.5
2017-07-15,Who's Afraid of Virginia Woolf?,1966,https://letterboxd.com/film/whos-afraid-of-virginia-woolf/,4
2017-07-15,The Devil's Backbone,2001,https://letterboxd.com/film/the-devils-backbone/,2
2017-07-15,Threesome,1994,https://letterboxd.com/film/threesome/,2
2017-07-15,Blade,1998,https://letterboxd.com/film/blade/,1
2017-07-15,Before Night Falls,2000,https://letterboxd.com/film/before-night-falls/,2.5
2017-07-15,Grand Hotel,1932,https://letterboxd.com/film/grand-hotel/,2
2017-07-15,Foreign Correspondent,1940,https://letterboxd.com/film/foreign-correspondent/,2
2017-07-15,The Lady Vanishes,1938,https://letterboxd.com/film/the-lady-vanishes/,4
2017-07-15,Blackmail,1929,https://letterboxd.com/film/blackmail/,3
2017-07-15,Anna Karenina,1935,https://letterboxd.com/film/anna-karenina-1935/,2
2017-07-15,The Last Supper,1995,https://letterboxd.com/film/the-last-supper/,3.5
2017-07-15,Godzilla,1998,https://letterboxd.com/film/godzilla-1998/,1
2017-07-15,Jane Austen's Mafia!,1998,https://letterboxd.com/film/jane-austens-mafia/,0.5
2017-07-15,End of Days,1999,https://letterboxd.com/film/end-of-days/,1
2017-07-15,American Psycho,2000,https://letterboxd.com/film/american-psycho/,3.5
2017-07-15,Deuce Bigalow: Male Gigolo,1999,https://letterboxd.com/film/deuce-bigalow-male-gigolo/,1
2017-07-15,Three Kings,1999,https://letterboxd.com/film/three-kings/,2
2017-07-15,Cha cha chá,1998,https://letterboxd.com/film/cha-cha-cha-1998/,3
2017-07-15,The French Lieutenant's Woman,1981,https://letterboxd.com/film/the-french-lieutenants-woman/,2
2017-07-15,The Haunting,1999,https://letterboxd.com/film/the-haunting-1999/,1.5
2017-07-15,Stigmata,1999,https://letterboxd.com/film/stigmata/,2.5
2017-07-15,The Art of Dying,2000,https://letterboxd.com/film/the-art-of-dying/,1
2017-07-15,Battlefield Earth,2000,https://letterboxd.com/film/battlefield-earth/,0.5
2017-07-15,Road Trip,2000,https://letterboxd.com/film/road-trip/,1
2017-07-15,Picking Up the Pieces,2000,https://letterboxd.com/film/picking-up-the-pieces/,1
2017-07-15,Two Much,1995,https://letterboxd.com/film/two-much/,3
2017-07-15,Entrapment,1999,https://letterboxd.com/film/entrapment/,2.5
2017-07-15,Payback,1999,https://letterboxd.com/film/payback/,1
2017-07-15,Dick Tracy,1990,https://letterboxd.com/film/dick-tracy/,2
2017-07-15,Species,1995,https://letterboxd.com/film/species/,3
2017-07-15,Species II,1998,https://letterboxd.com/film/species-ii/,1.5
2017-07-15,The Mask of Zorro,1998,https://letterboxd.com/film/the-mask-of-zorro/,2
2017-07-15,True Lies,1994,https://letterboxd.com/film/true-lies/,3
2017-07-15,Stealing Beauty,1996,https://letterboxd.com/film/stealing-beauty/,3
2017-07-15,Dying of Laughter,1999,https://letterboxd.com/film/dying-of-laughter/,1
2017-07-15,City of Wonders,1999,https://letterboxd.com/film/city-of-wonders/,1.5
2017-07-15,Comanche Territory,1997,https://letterboxd.com/film/comanche-territory-1997/,1.5
2017-07-15,Dance with the Devil,1997,https://letterboxd.com/film/dance-with-the-devil/,1.5
2017-07-15,Reckless,1984,https://letterboxd.com/film/reckless-1984/,2
2017-07-15,Rush Hour,1998,https://letterboxd.com/film/rush-hour/,1
2017-07-15,George of the Jungle,1997,https://letterboxd.com/film/george-of-the-jungle/,0.5
2017-07-15,Speed 2: Cruise Control,1997,https://letterboxd.com/film/speed-2-cruise-control/,1.5
2017-07-15,Bowfinger,1999,https://letterboxd.com/film/bowfinger/,3
2017-07-15,Doctor Dolittle,1998,https://letterboxd.com/film/doctor-dolittle-1998/,1
2017-07-15,Random Hearts,1999,https://letterboxd.com/film/random-hearts/,1.5
2017-07-15,Deep Impact,1998,https://letterboxd.com/film/deep-impact/,1
2017-07-15,Billy Bathgate,1991,https://letterboxd.com/film/billy-bathgate/,3
2017-07-15,The Jackal,1997,https://letterboxd.com/film/the-jackal/,1.5
2017-07-15,The Siege,1998,https://letterboxd.com/film/the-siege/,1
2017-07-15,The Sixth Sense,1999,https://letterboxd.com/film/the-sixth-sense/,3.5
2017-07-15,Unbreakable,2000,https://letterboxd.com/film/unbreakable/,1.5
2017-07-15,Faust: Love of the Damned,2000,https://letterboxd.com/film/faust-love-of-the-damned/,0.5
2017-07-15,The Cell,2000,https://letterboxd.com/film/the-cell/,0.5
2017-07-15,Lost Souls,2000,https://letterboxd.com/film/lost-souls/,1
2017-07-15,The House That Screamed,1969,https://letterboxd.com/film/the-house-that-screamed/,2.5
2017-07-15,Hollow Man,2000,https://letterboxd.com/film/hollow-man/,1
2017-07-15,Mimic,1997,https://letterboxd.com/film/mimic/,2
2017-07-15,Contact,1997,https://letterboxd.com/film/contact/,1.5
2017-07-15,East Is East,1999,https://letterboxd.com/film/east-is-east/,2.5
2017-07-15,Spider-Man 2,2004,https://letterboxd.com/film/spider-man-2/,2.5
2017-07-15,The Changeling,1980,https://letterboxd.com/film/the-changeling/,3.5
2017-07-15,The Entity,1982,https://letterboxd.com/film/the-entity/,2.5
2017-07-15,The Pagemaster,1994,https://letterboxd.com/film/the-pagemaster/,0.5
2017-07-15,Forrest Gump,1994,https://letterboxd.com/film/forrest-gump/,1.5
2017-07-15,El robobo de la jojoya,1991,https://letterboxd.com/film/el-robobo-de-la-jojoya/,0.5
2017-07-15,Siempre hay un camino a la derecha,1997,https://letterboxd.com/film/siempre-hay-un-camino-a-la-derecha/,1
2017-07-15,Bugsy,1991,https://letterboxd.com/film/bugsy/,2.5
2017-07-15,Showgirls,1995,https://letterboxd.com/film/showgirls/,0.5
2017-07-15,"Little Indian, Big City",1994,https://letterboxd.com/film/little-indian-big-city/,1
2017-07-15,Cube,1997,https://letterboxd.com/film/cube/,3
2017-07-15,An American Rhapsody,2001,https://letterboxd.com/film/an-american-rhapsody/,1.5
2017-07-15,House on Haunted Hill,1999,https://letterboxd.com/film/house-on-haunted-hill-1999/,1.5
2017-07-15,Very Bad Things,1998,https://letterboxd.com/film/very-bad-things/,1
2017-07-15,Zero for Conduct,1933,https://letterboxd.com/film/zero-for-conduct-1933/,3
2017-07-15,The 6th Day,2000,https://letterboxd.com/film/the-6th-day/,2
2017-07-15,Killer's Kiss,1955,https://letterboxd.com/film/killers-kiss/,2.5
2017-07-15,Six Days Seven Nights,1998,https://letterboxd.com/film/six-days-seven-nights/,1
2017-07-15,Private Hell 36,1954,https://letterboxd.com/film/private-hell-36/,4
2017-07-15,Rapa Nui,1994,https://letterboxd.com/film/rapa-nui/,1
2017-07-15,My Stepmother is an Alien,1988,https://letterboxd.com/film/my-stepmother-is-an-alien/,1
2017-07-15,Back to the Future Part III,1990,https://letterboxd.com/film/back-to-the-future-part-iii/,1.5
2017-07-15,Uncovered,1995,https://letterboxd.com/film/uncovered/,1
2017-07-15,Daylight,1996,https://letterboxd.com/film/daylight/,0.5
2017-07-15,Scream 3,2000,https://letterboxd.com/film/scream-3/,1
2017-07-15,Nineteen Eighty-Four,1984,https://letterboxd.com/film/nineteen-eighty-four-1984/,3.5
2017-07-15,Twelfth Night,1996,https://letterboxd.com/film/twelfth-night/,1
2017-07-15,Amores Perros,2000,https://letterboxd.com/film/amores-perros/,4.5
2017-07-15,The Patriot,2000,https://letterboxd.com/film/the-patriot-2000/,1.5
2017-07-15,American Pie,1999,https://letterboxd.com/film/american-pie/,1
2017-07-15,In the Bedroom,2001,https://letterboxd.com/film/in-the-bedroom/,3.5
2017-07-15,Mon Oncle,1958,https://letterboxd.com/film/mon-oncle/,1
2017-07-15,Nine Queens,2000,https://letterboxd.com/film/nine-queens/,3
2017-07-15,Battleship Potemkin,1925,https://letterboxd.com/film/battleship-potemkin/,3.5
2017-07-15,Thesis,1996,https://letterboxd.com/film/thesis/,3.5
2017-07-15,Open Your Eyes,1997,https://letterboxd.com/film/open-your-eyes/,3.5
