Date,Name,Year,Letterboxd URI,Rating,tmdb_type,tmdb_id
2017-07-15,Loose Cannons,1990.0,https://boxd.it/1xs4,1.5,movie,24558
2017-07-15,They Won't Forget,1937.0,https://boxd.it/2Ovc,3.5,movie,80639
2017-07-15,Out 1,1971.0,https://boxd.it/3i2a,5.0,movie,94528
2017-07-15,Illusion Travels by Streetcar,1954.0,https://boxd.it/UJK,3.5,movie,43338
2017-07-15,Out of the Fog,1941.0,https://boxd.it/1tYq,3.5,movie,26380
2017-07-15,Katie Tippel,1975.0,https://boxd.it/Xlw,4.0,movie,42258
2017-07-15,The Devil Is a Woman,1935.0,https://boxd.it/VGM,3.5,movie,42943
2017-07-15,Tokyo Drifter,1966.0,https://boxd.it/OTY,3.5,movie,45706
2017-07-15,Queen Kelly,1932.0,https://boxd.it/WoE,4.5,movie,42638
2017-07-15,This Earth Is Mine,1959.0,https://boxd.it/4hJk,3.0,movie,131898
2017-07-15,Nocturnal Animals,2016.0,https://boxd.it/bkFu,3.5,movie,340666
2017-07-15,Coffee and Cigarettes II,1989.0,https://boxd.it/7Ram,3.5,movie,263912
2017-07-15,Coffee and Cigarettes,1986.0,https://boxd.it/2d2i,3.5,movie,68540
2017-07-15,Kaili Blues,2015.0,https://boxd.it/cksW,2.5,movie,362178
2017-07-15,The Hedonists,2016.0,https://boxd.it/epdG,3.0,movie,409101
2017-07-15,The Death of Louis XIV,2016.0,https://boxd.it/cTOo,3.5,movie,371859
2017-07-15,Midnight Special,2016.0,https://boxd.it/7dmi,3.5,movie,245703
2017-07-15,Four Winds Island Part One Shadows in the Wood,1961.0,https://boxd.it/ayU2,3.5,movie,324639
2017-07-15,Sully,2016.0,https://boxd.it/cD8Q,4.0,movie,363676
2017-07-15,Stage Door Canteen,1943.0,https://boxd.it/15lu,3.0,movie,38726
2017-07-15,Concerning Venice,2014.0,https://boxd.it/9lhO,3.0,movie,295346
2017-07-15,Heir To An Execution,2004.0,https://boxd.it/2m64,3.5,movie,73340
2017-07-15,Itinéraire de Jean Bricard,2008.0,https://boxd.it/7BBm,3.5,movie,257550
2017-07-15,L’Aquarium et la Nation,2015.0,https://boxd.it/cG14,3.5,movie,363228
2017-07-15,The Last Days of Disco,1998.0,https://boxd.it/1JpQ,4.0,movie,16980
2017-07-15,Thief,1981.0,https://boxd.it/1TEc,3.5,movie,11524
2017-07-15,Dialogue of Shadows,2013.0,https://boxd.it/7zay,3.5,movie,256537
2017-07-15,Un conte de Michel de Montaigne,2013.0,https://boxd.it/6zXo,3.0,movie,221879
2017-07-15,L'arrotino,2001.0,https://boxd.it/6kjo,3.5,movie,212131
2017-07-15,Il viandante,2001.0,https://boxd.it/6kje,3.5,movie,212131
2017-07-15,Top Hat,1935.0,https://boxd.it/25MW,3.5,movie,3080
2017-07-15,A Proposition in Four Parts,1985.0,https://boxd.it/e9VM,3.5,movie,402856
2017-07-15,Dolando,2002.0,https://boxd.it/e9W6,3.0,movie,402858
2017-07-15,Barcelona,1994.0,https://boxd.it/1JHq,3.5,movie,16771
2017-07-15,The Winsome Widow,1973.0,https://boxd.it/4mec,3.0,movie,134835
2017-07-15,La Madre,2012.0,https://boxd.it/9ERG,3.0,movie,303149
2017-07-15,Artemide's Knee,2008.0,https://boxd.it/7x3g,3.5,movie,255706
2017-07-15,O somma luce,2011.0,https://boxd.it/4e36,3.0,movie,129488
2017-07-15,Corneille-Brecht ou Rome l'unique objet de mon ressentiment,2009.0,https://boxd.it/9ERm,3.0,movie,303147
2017-07-15,Europa 2005 – 27 octobre,2006.0,https://boxd.it/4dRk,3.0,movie,129364
2017-07-15,These Encounters of Theirs,2006.0,https://boxd.it/3Fx6,4.0,movie,108772
